,GTIN,Brand,Manufacturer,a,Primary Description,Regulated Product Name,No. & size (unit),Version,a,Retail,Listing,,My Rise,Overall,,Brandbank (Group),,Category,Sub-Cat.,Prod. Group,,Further Description,a,Features,Serve,a,Variental,ABV (%),Lower Age Limit,"Allergy, additive, and lifestyle advice",Safety Warnings,Packaging,Measurements (W/H/D),Ingredients,a,Portion Type,Energy in kcal,Energy in kJ,Protein,Carbs,Total Sugar,Fat,Sat Fat,Fibre,Sodium,Salt,Salt Equiv.,
,5024576051018,Wray & Nephew,Campari UK ,a,Wray & Nephew White Overproof Rum 5cl,White Overproof Rum,5cl,12/05/2016,a,2.49,2.75,,10%,20%,,Sprits & Liqueurs,,Alcohol,Spirits,Cognac & Rum,,,a,Guaranteed full strength, ,a,,63%,Statutory 18 Years,    ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,118 x 37 x 37,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5024576010008,Wray & Nephew,,a,Wray & Nephew White Overproof Rum 70cl,,,30/07/2014,a,26,27.5,,6%,16%,,Sprits & Liqueurs,,Alcohol,Spirits,Cognac & Rum,,,a,, ,a,,5.2%,Statutory 18 Years,    ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,302 x 75 x 75,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,42101925,Wrigley's,,a,Wrigley's Airwaves Black Mint Flavour Sugarfree 14g,,,17/02/2016,a,0.45,0.49,,9%,19%,,Confectionery,,Food,Fresh Breath,Gums,,,a,, ,a,,,,    ,, - ,23 x 67 x 12,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,50173167,Wrigley's,,a,Wrigley's Airwaves Menthol & Eucalyptus Flavour Sugarfee 14g,,,08/03/2016,a,0.45,0.49,,9%,19%,,Confectionery,,Food,Fresh Breath,Gums,,,a,, ,a,,,,    ,, - ,23 x 69 x 12,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,4009900360708,Wrigley's,,a,Wrigley's Airwaves Menthol & Eucalyptus Sugarfee 5 x 14g,,,08/03/2016,a,1.99,2.19,,10%,20%,,Confectionery,,Food,Fresh Breath,Gums,,,a,, ,a,,,,    ,, - ,70 x 111 x 12,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,42070719,Wrigley's,The Wrigley Company Ltd / Wrigley Ireland Ltd,a,Wrigley's Extra Cool Breeze Sugarfree 14g,Sugar Chewing Gum with Sweeteners and Mint Flavour.,14g,24/02/2015,a,0.45,0.49,,9%,19%,,Confectionery,,Food,Fresh Breath,Gums,,"Irish Dental Association Approved
British Dental Health Foundation Approved
Extra sugarfree gum is beneficial for dental health as it helps to neutralise plaque acids",a,"Sugarfree

Irish Dental Association approved

British Dental Health Foundation approved

Suitable for vegetarians", Chew for at least 20 minutes after eating and drinking.,a,,,, Contains: Soya   ,, - ,0 x 0 x 0,"Sweeteners Xylitol, Sorbitol, Aspartame, Mannitol, Acesulfame K, Gum Base, Thickener Gum Arabic, Humectant Glycerol, Flavourings, Emulsifier Soybean Lecithin, Colour E171, Glazing Agent Carnauba Wax, Antioxidant BHA, Antioxidant BHA",a,per 100 (ml/g),658,158, -   , -   ,66, -   , -   , -   , -   , -   , -   ,
,42211464,Wrigley's,,a,Wrigley's Extra Ice Peppermint Sugarfree with Microgranules 14g,,,17/02/2016,a,0.45,0.49,,9%,19%,,Confectionery,,Food,Fresh Breath,Gums,,,a,, ,a,,,,    ,, - ,22 x 69 x 12,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,40099361,Wrigley's,The Wrigley Company Ltd. / Wrigley Ireland Ltd.,a,Wrigley's Extra Peppermint Sugarfree 14g,Sugarfree Chewing Gum with Sweeteners and Mint Flavour.,14g,24/02/2015,a,0.45,0.49,,9%,19%,,Confectionery,,Food,Fresh Breath,Gums,,,a,"Sugarfree

British Dental Health Foundation approved

Irish Dental Association approved

Suitable for vegetarians", Chew for at least 20 minutes after eating and drinking.,a,,,, Contains: Soya   ,, - ,0 x 0 x 0,"Sweeteners Xylitol, Sorbitol, Mannitol, Aspartame, Salt of Aspartame - Acesulfame, Acesulfame K, Gum Base, Thickener Gum Arabic, Flavouring, Humectant Glycerol, Emulsifier Soybean Lecithin, Colour E171, Glazing Agent Carnauba Wax, Antioxidant BHA",a,per 100 (ml/g),624,150, -   , -   ,62, -   , -   , -   , -   , -   , -   ,
,4009900362849,Wrigley's,The Wrigley Company Ltd. / Wrigley Ireland Ltd.,a,Wrigley's Extra Peppermint Sugarfree 5 x 14g,Sugarfree Chewing Gum with Sweeteners and Mint Flavour.,70g,26/02/2015,a,1.99,2.19,,10%,20%,,Confectionery,,Food,Fresh Breath,Gums,,"Tastes Better**
**Now it tastes better - improved formula

Irish Dental Association approved*
British Dental Health Foundation approved*
*Extra sugarfree gum is beneficial for dental health as it helps to neutralise plaque acids",a,"Tastes better

Sugarfree

British Dental Health Foundation approved

Irish Dental Association approved

Suitable for vegetarians", Chew for at least 20 minutes after eating and drinking.,a,,,, Contains: Soya   ,, - ,0 x 0 x 0,"Sweeteners Xylitol, Sorbitol, Mannitol, Aspartame, Salt of Aspartame-Acesulfame,  Acesulfame K, Gum Base, Thickener Gum Arabic, Flavourings, Humectant Glycerol, Emulsifier Soybean Lecithin, Colour E171, Glazing Agent Carnauba Wax, Antioxidant BHA",a,per 100 (ml/g),624,150, -   , -   ,62, -   , -   , -   , -   , -   , -   ,
,4009900482806,Extra,The Wrigley Company Ltd. / Wrigley Ireland Ltd.,a,Wrigley's Extra Peppermint Sugarfree 84g,Sugarfree Chewing Gum with Sweeteners and Mint Flavour.,84g,19/06/2015,a,2.09,2.29,,10%,20%,,Confectionery,,Food,Fresh Breath,Gums,,"Irish Dental Association approved*
British Dental Health Foundation approved*
*Extra sugarfree gum is beneficial for dental health as it helps to neutralise plaque acids",a,"Now it tastes better - improved formula

Irish Dental Association approved

British Dental Health Foundation approved

Suitable for vegetarians", Chew for at least 20 minutes after eating and drinking.,a,,,, Contains: Soya   ,, - ,0 x 0 x 0,"Sweeteners Xylitol, Sorbitol, Mannitol, Aspartame, Salt of Aspartame-Acesulfame, Acesulfame K, Gum Base, Thicker Gum Arabic, Flavourings, Humectant Glycerol, Emulsifier Soybean Lecithin, Colour E171, Glazing Agent Carnauba Wax, Antioxidant BHA",a,per 100 (ml/g),624,150, -   , -   ,62, -   , -   , -   , -   , -   , -   ,
,4009900016179,Wrigley's,The Wrigley Company Ltd. / Wrigley Ireland Ltd.,a,Wrigley's Extra Peppermint Sugarfree Handy Box 35g,Sugarfree Chewing Gum with Sweeteners and Mint Flavour.,35g,24/02/2015,a,1,1.09,,9%,19%,,Confectionery,,Food,Fresh Breath,Gums,,"Taste better**
**Now it tastes better - improved formula

British Dental Health Foundation Approved*
Irish Dental Association Approved*
*Extra sugarfree gum is beneficial for dental health as it helps to neutralise plaque acids",a,"Sugarfree

British Dental Health Foundation approved

Irish Dental Association approved

Suitable for vegetarians", Chew for at least 20 minutes after eating and drinking.,a,,,, Contains: Soya   ,, - ,0 x 0 x 0,"Sweeteners Xylitol, Sorbitol, Mannitol, Aspartame, Salt of Aspartame - Acesulfame, Acesulfame K, Gum Base, Thickener Gum Arabic, Flavourings, Humectant Glycerol, Emulsifier Soybean Lecithin, Colour E171, Glazing Agent Carnauba Wax, Antioxidant BHA, Antioxidant BHA",a,per 100 (ml/g),624,150, -   , -   ,62, -   , -   , -   , -   , -   , -   ,
,50173686,Wrigley's,The Wrigley Company Ltd. / Wrigley Ireland Ltd.,a,Wrigley's Extra Spearmint Sugarfree 14g,Sugarfree Chewing Gum with Sweeteners and Mint Flavour.,14g,24/02/2015,a,0.45,0.49,,9%,19%,,Confectionery,,Food,Fresh Breath,Gums,,,a,"Extra sugarfree gum is beneficial for dental health as it helps to neutralise plaque acids

Irish Dental Association approved

British Dental Health Foundation approved

Suitable for vegetarians", Chew for at least 20 minutes after eating and drinking.,a,,,, Contains: Soya   ,, - ,0 x 0 x 0,"Sweeteners Xylitol, Sorbitol, Mannitol, Aspartame, Acesulfame K, Sucralose, Gum Base, Humectant Glycerol, Thickener Gum Arabic, Flavourings, Emulsifier Soybean Lecithin, Colour E171, Glazing Agent, Carnauba Wax, Antioxidant BHA",a,per 100 (ml/g),636,153, -   , -   ,64, -   , -   , -   , -   , -   , -   ,
,4009900362825,Wrigley's,The Wrigley Company Ltd. / Wrigley Ireland Ltd.,a,Wrigley's Extra Spearmint Sugarfree 5 x 14g,Sugarfree Chewing Gum with Sweeteners and Mint Flavour.,70g,26/02/2015,a,1.99,2.19,,10%,20%,,Confectionery,,Food,Fresh Breath,Gums,,"Tastes Better**
**Now it tastes better - improved formula

Irish Dental Association approved*
British Dental Health Foundation approved*
*Extra sugarfree gum is beneficial for dental health as it helps to neutralise plaque acids",a,"Tastes better

Sugarfree

British Dental Health Foundation approved

Irish Dental Association approved

Suitable for vegetarians", Chew for at least 20 minutes after eating and drinking.,a,,,, Contains: Soya   ,, - ,0 x 0 x 0,"Sweeteners Xylitol, Sorbitol, Mannitol, Aspartame, Acesulfame K, Sucralose, Gum Base, Humectant Glycerol, Thickener Gum Arabic, Flavourings, Emulsifier Soybean Lecithin, Colour E171, Glazing Agent Carnauba Wax, Antioxidant BHA",a,per 100 (ml/g),636,153, -   , -   ,64, -   , -   , -   , -   , -   , -   ,
,4009900482776,Extra,The Wrigley Company Ltd. / Wrigley Ireland Ltd.,a,Wrigley's Extra Spearmint Sugarfree 84g,Sugarfree Chewing Gum with Sweeteners and Mint Flavour.,84g,19/06/2015,a,2.09,2.29,,10%,20%,,Confectionery,,Food,Fresh Breath,Gums,,"Irish Dental Association approved*
British Dental Health Foundation approved*
*Extra sugarfree gum is beneficial for dental health as it helps to neutralise plaque acids",a,"Irish Dental Association approved

British Dental Health Foundation approved

Now it tastes better - improved formula

Suitable for vegetarians", Chew for at least 20 minutes after eating and drinking.,a,,,, Contains: Soya   ,, - ,0 x 0 x 0,"Sweeteners Xylitol, Sorbitol, Mannitol, Aspartame, Acesulfame K, Sucralose, Gum Base, Humectant Glycerol, Thickener Gum Arabic, Flavourings, Emulsifier Soybean Lecithin, Colour E171, Glazing Agent Carnauba Wax, Antioxidant BHA",a,per 100 (ml/g),636,153, -   , -   ,64, -   , -   , -   , -   , -   , -   ,
,42101673,Wrigley's,The Wrigley Company Ltd / Wrigley Ireland Ltd,a,Wrigley's Extra Spearmint Sugarfree Handy Box 35g,Sugarfree Chewing Gum with Sweeteners and Mint Flavour.,35g,24/02/2015,a,1,1.09,,9%,19%,,Confectionery,,Food,Fresh Breath,Gums,,"Tastes better**
**Now tastes better - improved formula

Irish Dental Association approved*
British Dental Health Foundation approved*
*Extra sugarfree gum is beneficial for dental health as it helps to neutralise plaque acids",a,"Sugarfree

Irish Dental Association approved

British Dental Health Foundation approved

Suitable for vegetarians", Chew for at least 20 minutes after eating and drinking.,a,,,, Contains: Soya   ,, - ,0 x 0 x 0,"Sweeteners Xylitol, Sorbitol, Mannitol, Aspartame, Acesulfame K, Sucralose, Gum Base, Humectant Glycerol, Thickener Gum Arabic, Flavourings, Emulsifier Soybean Lecithin, Colour E171, Glazing Agent Carnauba Wax, Antioxidant BHA, Glazing Agent Carnauba Wax",a,per 100 (ml/g),636,153, -   , -   ,64, -   , -   , -   , -   , -   , -   ,
,42112907,Extra,UK: The Wrigley Company Ltd. / ROI: Wrigley Ireland Ltd.,a,Wrigley's Extra Strawberry Flavour Sugarfree 14g,Sugarfree Chewing Gum with Sweeteners and Strawberry Flavour.,14g,24/02/2015,a,0.45,0.49,,9%,19%,,Confectionery,,Food,Fresh Breath,Gums,,,a,"Extra sugarfree gum is beneficial for dental health as it helps to neutralise plaque acids

British Dental Health Foundation approved

Irish Dental Association approved

Suitable for vegetarians", Chew for at least 20 minutes after eating and drinking.,a,,,, Contains: Soya   ,, - ,0 x 0 x 0,"Sweeteners Xylitol, Sorbitol, Maltitol Syrup, Mannitol, Aspartame, Acesulfame K, Gum Base, Thickener Gum Arabic, Flavourings, Acid Citric Acid, Emulsifier Soybean Lecithin, Humectant Glycerol, Colour E171, Glazing Agent Carnauba Wax, Antioxidant BHA",a,per 100 (ml/g),715,172, -   , -   ,70, -   , -   , -   , -   , -   , -   ,
,42211471,Extra,The Wrigley Company Ltd / Wrigley Ireland Ltd,a,Wrigley's Extra White 14g,Sugarfree Chewing Gum with Sweeteners and Mint Flavour.,14g,24/02/2015,a,0.45,0.49,,9%,19%,,Confectionery,,Food,Fresh Breath,Gums,,"British Dental Health Foundation approved*
Irish Dental Association approved*
*Extra sugarfree gum is beneficial for dental health as it helps to neutralise plaque acids",a,"For clean & white teeth

Helps remove stains & maintain teeth's natural whiteness

British Dental Health Foundation approved

Irish Dental Association approved

Suitable for vegetarians", Chew for at least 20 minutes after eating and drinking.,a,,,, Contains: Soya   ,, - ,0 x 0 x 0,"Sweeteners Sorbitol, Xylitol, Aspartame, Mannitol, Acesulfame K, Gum Base, Humectant Glycerol, Thickener Gum Arabic, Flavourings, Bulking Agent Calcium Phosphates, Emulsifier Soybean Lecithin, Colour E171, Acidity Regulator Sodium Hydrogen Carbonate, Glazing Agent Carnauba Wax, Antioxidant BHA, Colour E133",a,per 100 (ml/g),623,150, -   , -   ,62, -   , -   , -   , -   ,0, -   ,
,42247340,Extra,UK: The Wrigley Company Ltd. / ROI: Wrigley Ireland Ltd.,a,Wrigley's Extra White Bubblemint 14g,Sugarfree Chewing Gum with Sweeteners and Mint Flavours.,14g,24/02/2015,a,0.45,0.49,,9%,19%,,Confectionery,,Food,Fresh Breath,Gums,,"Irish Dental Association approved*
British Dental Health Foundation approved*
*Extra sugarfree gum is beneficial for dental health as it helps to neutralise plaque acids",a,"For clean & white teeth

Helps remove stains & maintain teeth's natural whiteness

Irish Dental Association approved

British Dental Health Foundation approved

Suitable for vegetarians", Chew for at least 20 minutes after eating and drinking.,a,,,, Contains: Soya   ,, - ,0 x 0 x 0,"Sweeteners Xylitol, Sorbitol, Aspartame, Mannitol, Acesulfame K, Sucralose, Gum Base, Thickener Gum Arabic, Humectant Glycerol, Flavourings, Bulking Agent Calcium Phosphates, Emulsifier Soybean Lecithin, Colour E171, Acidity Regulator Sodium Hydrogen Carbonate, Glazing Agent Carnauba Wax, Antioxidant BHA, Colour E133",a,per 100 (ml/g),623,150, -   , -   ,62, -   , -   , -   , -   ,0, -   ,
,4009900489119,Extra,UK: The Wrigley Company Ltd. / ROI: Wrigley Ireland Ltd.,a,Wrigley's Extra White Bubblemint 64g,Sugarfree Chewing Gum with Sweeteners and Fruit and Mint Flavours.,64g,19/06/2015,a,2.09,2.29,,10%,20%,,Confectionery,,Food,Fresh Breath,Gums,,"Irish Dental Association approved*
British Dental Health Foundation approved*
*Extra sugarfree gum is beneficial for dental health as it helps to neutralise plaque acids",a,"For clean & white teeth

Helps remove stains & maintain teeth's natural whiteness

Irish Dental Association approved

British Dental Health Foundation approved

Suitable for vegetarians", Chew for at least 20 minutes after eating and drinking.,a,,,, Contains: Soya   ,, - ,0 x 0 x 0,"Sweeteners Xylitol, Sorbitol, Aspartame, Mannitol, Acesulfame K, Sucralose, Gum Base, Thickener Gum Arabic, Humectant Glycerol, Flavourings, Bulking Agent Calcium Phosphates, Emulsifier Soybean Lecithin, Colour E171, Acidity Regulator Sodium Hydrogen Carbonate, Glazing Agent Carnauba Wax, Antioxidant BHA, Colour E133",a,per 100 (ml/g),601,144, -   , -   ,60, -   , -   , -   , -   ,0, -   ,
,5023625004487,Wychwood,Marston's PLC,a,Wychwood Brewery Hobgoblin Traditionally Crafted Legendary Ruby Beer 500ml,Traditionally Crafted Legendary Ruby Beer,500ml,24/09/2015,a,1.3,1.49,,15%,25%,,Beer & Cider,,Alcohol,Beer & Cider,Ale & Stout,,"The Legendary Hobgoblin is a blend of smooth, rich flavours with a refreshing bitterness - a beer full of mischievous characterThe Legendary Hobgoblin is a blend of smooth, rich flavours with a refreshing bitterness - a beer full of mischievous character.",a,Bringing taste to the nation, ,a,,5.2%,Statutory 18 Years, Contains: Barley   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,248 x 75 x 75,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,9322214007806,Yellow Tail,,a,Yellow Tail Cabernet Sauvignon 750ml,,750ml,11/04/2013,a,8,8.75,,9%,19%,,Red Wine,,Alcohol,Wine,Luxury,,"Full of rich and enticing flavours of blackberries, cocoa and vanilla. A good balance of berry flavours and spice lasts long on the palate. This wine is well-structured with toasted oak supporting soft fruit and velvety tannins.Cabernet Sauvignon - Red Australian Wine.

Aromas: crushed blackberries with sweet mocha
Flavours: blackcurrant fruit & a velvety finish",a,"Wine of South Eastern Australia

Suitable for vegetarians and vegans","Enjoy: with a sunday roast, family & friends. Enjoy: with a Sunday roast, family & friends",a,Cabernet Sauvignon,13.5%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk.,Pack - Recyclable - ,0 x 0 x 0,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
